OBJECTID,Traffic zone number,traffic zone number.1,Area,Multi traffic area,on a traffic zone,In Jerusalem,religion,Traffic zone name,metropolis,Scope,district,Authority,Total housing units until 2020,Additional units 2020-2025,Additional units 2025-2030,Additional units 2030-2035,Additional units 2035-2040,Total housing units until 2025,Total housing units until 2030,Total housing units until 2035,Total housing units until 2040,Gm_b average 2020,Gm_b average 2025,Gm_b average 2030,Gm_b average 2035,Gm_b average 2040,2020 population projections,Population projections 2025,Population projections 2030,Population projections 2035,Population projections 2040,Total students 2020,Total students 2025,Total students 2030,Total students 2035,Total students 2040,Employed in education from students 2015,Employed in education from students 2020,Employed in education from students 2025,Employed in education from 2030 students,2035 students are employed in education,Employed in education from 2040 students,Jobs in industry in 2040,Jobs in commerce and hotels in 2040,Office jobs in 2040,Jobs in public services in 2040,Jobs in education in 2040,Jobs in agriculture in 2040,Total employed 2020,A total of 2025 employees,Total employed 2030,Total employed 2035,Total employed 2040,Total Yeshiva students and include 2015,Total Yeshiva students and include 2020,Total yeshiva students including 2025,Total yeshiva students including 2030,Total yeshiva students and kollel 2035,Total yeshiva students including 2040,Higher education students 2015,Higher education students 2020,Higher education students 2025,Higher education students 2030,Higher education students 2035,Higher education students 2040,Last update date of the traffic area data,GlobalID,Shape__Area,Shape__Length
31,608,608,6,6,0,yes,Jewish,Givat Ram campus,yes,3535.76098363,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,2167.0,2167.0,2167.0,2167.0,2167.0,,180.583333333333,180.583333333333,180.583333333333,180.583333333333,180.583333333333,0.0,63.3211660794643,2351.0,541.439419189117,844.282214392857,0.0,2818.77828411517,3200.0,3400.0,3600.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,,5847.0,6263.52,6710.517375,7189.9012219,7704.0436095,,2b904e4c-3fb7-4683-93b5-ee82a3e3eb48,654027.853652954,3535.76098363482
32,4905,4905,49,49,4,yes,Jewish,Beautiful view,yes,3230.09956024,jerusalem,Jerusalem,2178.97727272726,84.5,142.25,75.25,75.25,2263.47727272726,2405.72727272726,2480.97727272726,2556.22727272726,2.12171126393343,2.10779271307856,2.08342184186666,2.05394026633901,2.01821777220698,4623.16062340038,4770.94090167346,5012.14474557429,5095.77912032645,5159.02331161835,1134.57929659532,1149.11328077815,1187.49496571721,1196.41970499466,1204.94240055204,,94.5482747162764,95.7594400648458,98.9579138097675,99.7016420828885,100.41186671267,0.0,93.0193153321333,271.61812984266,383.477935060141,135.930041857275,0.0,653.465718649448,730.194562549809,781.551974150469,833.694644304239,884.045422092209,0.0,2178.97727272726,0.0,0.0,0.0,0.0,,,,,,,,11036fc6-3fe0-494d-842b-b3402f6978a6,447053.989547729,3230.09956023702
33,2203,2203,22,22,2,yes,Arab,City of David,yes,4812.45327528,jerusalem,Jerusalem,1172.16764101425,33.1745558777617,58.1745558777617,243.174555877762,33.1745558777617,1205.34219689201,1263.51675276977,1506.69130864753,1539.86586452529,4.75988700564971,4.75988700564971,4.73200992070834,4.72513618657905,4.725884851132,5579.38552290679,5737.29266034755,5978.97380908774,7119.3216244946,7277.22876193536,372.8665664388,463.733132877599,554.599699316399,645.466265755198,736.332832193998,,,,,,,0.0,87.6461024870993,131.469153730649,223.89248695136,145.307313416611,0.0,508.369375226925,519.455087852952,532.075626609864,579.039878233382,588.315056585719,0.0,1172.16764101425,0.0,0.0,0.0,0.0,,,,,,,,63a0e7de-489b-4853-9937-a890ad3abca3,506131.18560791,4812.45327528164
34,807,807,8,8,0,yes,Jewish,Siblings estate,yes,908.57167804,jerusalem,Jerusalem,711.94545454546,36.0,27.4,27.4,12.4,747.94545454546,775.34545454546,802.74545454546,815.14545454546,1.38668031985039,1.34146925664936,1.31773914720467,1.29444303069117,1.25160486265259,987.240750625126,1003.34583292337,1021.70305806175,1039.10825905539,1020.24001467825,246.810187656282,251.641712345753,257.148879887269,262.37044018536,256.70996687222,,20.5675156380235,20.9701426954794,21.4290733239391,21.86420334878,21.3924972393517,10.4403481107556,10.4403481107556,83.5227850687507,41.7613926257284,36.5412184789975,0.0,173.034180627136,175.322585224019,178.379879068584,181.175491205498,182.706092394988,0.0,711.94545454546,0.0,0.0,0.0,0.0,,,,,,,2021-10-26,b0c714f8-28a6-4aa9-a5fe-eddf1a465db1,38318.7563018799,908.571678041198
35,4906,4906,49,49,4,yes,Jewish,Beit Kerem Center,yes,2049.1373383,jerusalem,Jerusalem,1005.75,59.5,225.95,61.05,50.25,1065.25,1291.2,1352.25,1402.5,2.46265475600265,2.4102759165271,2.39568926717232,2.35655970804669,2.31006248618472,2476.81502084967,2567.54642008049,3093.3139817729,3186.65786520613,3239.86263687407,619.203755212417,646.423174981665,804.153443489388,832.156608519357,848.118040019738,,51.6003129343681,53.8685979151387,67.012786957449,69.3463840432797,70.6765033349781,0.0,243.047820578752,166.554212851867,81.0159401929173,77.744153668476,0.0,1542.20650663543,1559.82025268337,1590.90702626041,1609.16762830773,568.362127292012,179.0,1005.75,179.0,179.0,179.0,179.0,,1675.0,1758.4875,1846.411875,1938.7324688,2035.6690922,2021-10-26,28b08a58-51d6-41fc-a68d-850d7b0d7d50,237960.857498169,2049.13733830068
36,2,2,0,0,0,yes,Jewish,Sheva property,yes,823.659586133,jerusalem,Jerusalem,218.177604391095,12.5,12.5,12.5,12.5,230.677604391095,243.177604391095,255.677604391095,268.177604391095,1.72015442197834,1.68157789563352,1.66720724320608,1.66717535558146,1.66332010299442,375.299170969982,387.902360561759,405.427463426336,426.25940101494,446.065200556592,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,628.73337955642,749.326387665681,122.695905591182,0.0,0.0,1419.86210267007,1473.0045945067,1482.97911724432,1492.25808869782,1500.75567281328,0.0,218.177604391095,0.0,0.0,0.0,0.0,,,,,,,,5f4305f5-5737-4a03-af5c-5784a84271bc,31863.6262359619,823.659586125912
37,304,304,3,3,0,yes,Arab,The Christian quarter,yes,2006.92826346,jerusalem,Jerusalem,1159.76756756757,11.3702702702703,11.3702702702703,11.3702702702703,11.3702702702703,1171.13783783784,1182.50810810811,1193.87837837838,1205.24864864865,3.7,3.7,3.7,3.7,3.7,4291.14,4333.21,4375.28,4417.35,4459.42,1539.3,1616.265,1697.07825,1781.9321625,1871.028770625,,,,,,,172.079602092772,1288.72970167884,344.159204185543,731.020929486213,1032.47761255663,0.0,3319.70490702247,3373.94405842697,3442.03154382023,3506.81128651685,3568.46705,350.0,1159.76756756757,350.0,350.0,350.0,350.0,,,,,,,,8d9b0b81-96ff-4461-8b9f-a1d9393f2bec,228124.315963745,2006.92826345625
38,806,806,8,8,0,yes,Jewish,Gerard Bacher,yes,1440.66093384,jerusalem,Jerusalem,541.6,27.0,91.7,9.6,9.6,568.6,660.3,669.9,679.5,2.00824033374282,1.97118331363427,2.03240829798254,1.97931788443994,1.91915946807047,1087.66296475511,1120.81483213245,1341.99919915787,1325.94505078632,1304.06885855388,453.526728971963,476.136074766355,479.362177929023,486.331550802139,493.300923675255,,37.7938940809969,39.6780062305296,39.9468481607519,40.5276292335116,41.1084103062713,0.0,69.2843134636051,277.13725385442,173.210783659013,173.210783659013,0.0,648.759938262666,658.445848414072,675.517779511085,684.686112471232,692.843134636051,0.0,541.6,0.0,0.0,0.0,0.0,,,,,,,,5a9088cb-ff0f-466f-8c53-e8371cb4adcd,76197.8109893799,1440.66093384168
39,805,805,8,8,0,yes,U. Orthodox,Gates of grace,yes,1393.23134537,jerusalem,Jerusalem,212.0,18.0,18.0,27.0,0.0,230.0,248.0,275.0,275.0,3.23354385832298,3.13791270482839,3.02870792997817,2.87747593875167,2.69805352314618,685.511297964472,721.719922110529,751.119566634586,791.305883156709,741.964718865199,51.0,51.0,51.0,51.0,51.0,,4.25,4.25,4.25,4.25,4.25,0.0,15.7806591003788,305.94116568061,2.03621392895597,1.52716061114126,0.0,304.470701029559,310.376639486518,316.454656342499,322.419224314661,325.285199321086,456.0,212.0,504.121529978486,513.35847721121,519.083928579195,510.428543364297,,,,,,,,4bb6e923-fed9-42ba-8c8c-468b194cab59,67181.2715911865,1393.23134537944
40,507,507,5,5,0,yes,Jewish,Kiryat Wolfson,yes,1352.59998108,jerusalem,Jerusalem,566.0,0.0,0.0,0.0,0.0,566.0,566.0,566.0,566.0,1.46233210124835,1.53798031776622,1.61825035908251,1.68899662975799,1.74615309802224,827.679969306565,870.496859855681,915.9297032407,955.972092443022,988.322653480586,137.853221520096,169.00093528214,159.929873068445,163.72324173479,161.93631443478,,11.487768460008,14.0834112735116,13.3274894223704,13.6436034778992,13.494692869565,0.0,185.804458175959,311.183114134471,61.9348193919864,99.5461164766922,0.0,585.621406080052,628.133237188495,638.79996546359,649.329185248912,658.468508179109,0.0,566.0,0.0,0.0,0.0,0.0,,,,,,,,60053ac8-b2f7-4579-aa6f-96687c61fd02,53232.838394165,1352.59998108265
41,4009,4009,40,40,4,yes,Jewish,Mount Herzl,yes,5380.06123731,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.3269564698,601.864438813831,0.0,0.0,807.471113071313,824.573673095624,836.424594230146,847.278708914101,857.191395283631,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0a559b62-14c7-480c-a54d-92b20cfe363c,1548579.36354065,5380.0612373069
42,409,409,4,4,0,yes,Jewish,in any case,yes,1403.66501799,jerusalem,Jerusalem,198.578947368421,0.0,0.0,0.0,0.0,198.578947368421,198.578947368421,198.578947368421,198.578947368421,4.02661012456932,4.1474084283064,4.27183068115559,4.39998560159026,4.53220249138617,799.600000000001,823.588000000001,848.295640000001,873.744509200001,900.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1556.83759986296,415.156693296788,104.338321840255,0.0,0.0,1986.69592469101,2009.25048662921,2033.53163167191,2055.85502066926,2076.332615,0.0,198.578947368421,0.0,0.0,0.0,0.0,,,,,,,,491e370f-3b96-4f5b-a5f9-95ff782bbf01,115021.223236084,1403.6650179941
43,302,302,3,3,0,yes,Jewish,the Jewish Quarter,yes,1719.42305676,jerusalem,Jerusalem,547.666666666667,3.83333333333333,3.83333333333333,3.83333333333333,18.8333333333333,551.5,555.333333333333,559.166666666667,578.0,5.75897748021911,5.78785131459655,5.87935174069628,6.08584202682563,6.29757785467128,3154.0,3192.0,3265.0,3403.0,3640.0,1318.35039292374,1320.6309796008,1272.11702709593,1296.5567574272,1377.4737874534,,109.862532743645,110.0525816334,106.009752257994,108.046396452267,114.789482287783,0.0,550.255904887683,496.833193337186,1735.58437272061,653.922608384745,0.0,3148.58299785503,3227.27956659886,3293.3263325255,3363.0668710944,3436.59607933023,590.0,547.666666666667,590.0,590.0,590.0,590.0,,,,,,,,28cd765e-9109-433a-a631-04c079c2bcf0,121859.715484619,1719.42305675671
44,508,508,5,5,0,yes,Jewish,Rehavia North,yes,1611.26522268,jerusalem,Jerusalem,644.789846153837,44.8,43.2,39.2,39.2,689.589846153837,732.789846153837,771.989846153837,811.189846153837,2.49913747746295,2.50377844574009,2.47252873117673,2.43816788022317,2.38456042518555,1611.41846961062,1726.58019320121,1811.84394852994,1882.24084675071,1934.33120445079,187.418114454979,196.690989738472,202.08347463934,207.27148833474,212.192533471261,,15.6181762045815,16.3909158115393,16.8402895532783,17.272624027895,17.6827111226051,0.0,158.149633195126,513.98630788416,39.5374082987816,79.0748165975631,0.0,741.531166917806,754.209255397627,767.841459038262,780.01587786444,790.748165975631,36.0,644.789846153837,36.0,36.0,36.0,36.0,,,,,,,,5ab5cb43-7da3-4e0b-9517-65ac857e6af1,118771.446212769,1611.26522267964
45,303,303,3,3,0,yes,Arab,The Armenian quarter,yes,1556.24876023,jerusalem,Jerusalem,773.931680084094,7.58756549102053,7.58756549102053,7.58756549102053,7.58756549102053,781.519245575115,789.106811066135,796.694376557156,804.281942048176,4.17393431891688,4.17393431891688,4.17393431891688,4.17393431891688,4.17393431891688,3230.34,3262.01,3293.68,3325.35,3357.02,419.1,461.01,507.111,557.8221,613.60431,,,,,,,53.6407774118405,422.474055222732,102.27508313799,139.906653944521,409.10033255196,0.0,977.391994570502,1007.89348476499,1049.08979384117,1088.8985713128,1127.39690226904,274.0,773.931680084094,274.0,274.0,274.0,274.0,,,,,,,,6712a2ee-9438-4913-a43e-a9872aa93f40,127528.295089722,1556.24876023127
46,605,605,6,6,0,yes,Jewish,Niyot,yes,3443.68187017,jerusalem,Jerusalem,667.615384615379,9.6,0.0,24.2,0.0,677.215384615379,677.215384615379,701.415384615379,701.415384615379,2.32229638505027,2.33259637374381,2.32304440865755,2.30207964954575,2.25308227997099,1550.40079429624,1579.67015039735,1573.20141268763,1614.71408280137,1580.34657397595,387.60019857406,396.381005404395,394.440384091478,406.894185125599,396.583932477972,,32.3000165478383,33.0317504503662,32.8700320076231,33.9078487604665,33.048661039831,0.0,330.874389410879,160.598840707167,270.691832621582,36.3535271438141,0.0,594.357439353268,622.151283348164,784.816478245135,880.022843908972,798.518589883442,24.0,667.615384615379,24.0,24.0,24.0,24.0,,408.0,439.1375,472.0728125,507.47827344,545.53914395,2021-10-26,497dfb17-6963-467b-a67d-74d277bc2a22,305781.755233765,3443.68187017379
47,404,404,4,4,0,yes,Jewish,Yamin Moshe,yes,1924.46912611,jerusalem,Jerusalem,122.571428571429,0.0,0.0,0.0,0.0,122.571428571429,122.571428571429,122.571428571429,122.571428571429,2.53720091607019,2.56025264943766,2.5660944093768,2.55834764459935,2.53271589752019,310.988340855461,313.813824745359,314.529857606472,313.580325580892,310.438605724619,0.0,0.0,0.0,0.0,0.0,,,,,,,27.1818348297741,106.009156260156,91.0591471527071,6.79545862589802,95.1364223934823,0.0,306.917831008001,311.862551132477,317.123480481358,321.893741619456,326.182019262017,0.0,122.571428571429,0.0,0.0,0.0,0.0,,,,,,,,bb272907-0e09-413c-ba79-315cc57badf3,150418.010055542,1924.46912610197
48,2303,2303,23,23,2,yes,Arab,Jabal Batan al-Hawa,yes,4110.99980072,jerusalem,Jerusalem,2748.13208084177,101.030153231371,131.030153231371,165.830153231371,75.830153231371,2849.16223407314,2980.19238730452,3146.02254053589,3221.85269376726,5.36729829327235,5.36729829327235,5.36729829327235,5.26493478714773,5.2673440345878,14750.044627189,15292.3035961968,15995.5815140028,16563.6035148183,16970.6065668356,1686.28239056381,2127.56478112762,2568.84717169143,3010.12956225523,3451.41195281904,,,,,,,0.0,218.073174815323,261.687809778388,87.2292699261292,479.092416117758,0.0,932.496565804797,964.23650040757,994.160659494574,1026.44428497054,1046.0826706376,0.0,2748.13208084177,0.0,0.0,0.0,0.0,,,,,,,,0b156e30-3d4b-423c-a740-b5daf0d83168,566809.273925781,4110.9998007122
49,4501,4501,45,45,4,yes,Jewish,Kiryat Yuval-Anilwitz St,yes,2487.3596748,jerusalem,Jerusalem,652.304400000005,24.4,89.4,72.4,12.4,676.704400000005,766.104400000005,838.504400000005,850.904400000005,3.0246290556081,3.07068196624392,3.05959214601624,3.04213356121112,3.02196291569783,1972.97884134103,2077.94399755793,2343.9670052685,2550.84237646321,2571.40154160413,222.281732831589,321.722770071441,416.190454425385,512.334634457741,613.918954925522,,18.5234777359657,26.8102308392868,34.6825378687821,42.6945528714785,51.1599129104601,0.0,151.767999123669,98.9857067663784,49.4928533831892,113.382432751848,0.0,331.624593624751,386.046297242742,398.807037580301,411.527032744417,413.628992025084,0.0,652.304400000005,0.0,0.0,0.0,0.0,,,,,,,,37952e06-ddf3-4426-ac97-6a04cfc80b36,135414.020019531,2487.35967479949
50,4502,4502,45,45,4,yes,Jewish,Kiryat Yuval Mizrah,yes,2705.60681053,jerusalem,Jerusalem,1197.4,416.3,19.6,61.0,84.4,1613.7,1633.3,1694.3,1778.7,3.51789660873902,3.5936290524374,3.45544399231583,3.29885819290979,3.11915523279274,4212.32939930411,5799.03920191823,5643.77667264945,5589.25543624705,5548.04141256844,784.150556154376,1085.59801793511,1105.60701170956,1152.7092099771,1229.66682611294,,65.3458796795313,90.4665014945921,92.1339176424636,96.0591008314247,102.472235509412,0.0,78.5299614445965,78.5299614445965,117.794942166895,538.434116760919,0.0,734.821162118371,769.856818005947,783.522505271365,803.37539336019,813.288981817007,66.0,1197.4,66.0,66.0,66.0,66.0,,,,,,,,550c06b3-0e28-44e2-a2ea-5c647b706feb,264107.09614563,2705.60681052645
51,3804,3804,38,38,3,yes,Jewish,Katamon,yes,1913.40649045,jerusalem,Jerusalem,1044.82307692306,55.0,56.6,37.0,37.0,1099.82307692306,1156.42307692306,1193.42307692306,1230.42307692306,2.47007530469619,2.40924550240309,2.35059907573302,2.28510136145731,2.22129847404532,2580.79168008433,2649.74380151601,2718.28701577167,2727.09269787144,2733.13690319934,568.577788584195,590.611291533865,570.566453764246,559.142600960298,560.749069355911,,47.3814823820162,49.2176076278221,47.5472044803539,46.5952167466915,46.7290891129926,0.0,80.1740090176982,128.278414428317,48.1044054106189,76.0480821564663,0.0,317.637866269215,322.230944056041,326.60736867197,329.400918853735,332.6049110131,44.0,1044.82307692306,44.0,44.0,44.0,44.0,,,,,,,,f855f8e5-f8dd-4497-914b-4eb75f517f62,197937.889785767,1913.40649045244
52,3911,3911,39,39,3,yes,Jewish,The Greek colony,yes,2110.78785995,jerusalem,Jerusalem,959.960534688977,25.0,79.0,25.0,25.0,984.960534688977,1063.96053468898,1088.96053468898,1113.96053468898,2.0919431546029,2.05388431942563,2.00890304727773,1.9700198570688,1.94585017282918,2008.18286923155,2022.99499745078,2137.39356031993,2145.27387690155,2167.60029894943,502.045717307887,506.489355773655,540.8089246344,543.173019608887,549.870946223253,,41.8371431089906,42.2074463144713,45.0674103862,45.2644183007406,45.8225788519377,0.0,636.098369577427,593.153646244911,182.560885333794,50.4048367371315,0.0,1002.4081593409,1623.82909552746,1640.91611320614,1657.08447402435,1462.21773789326,138.0,959.960534688977,138.0,138.0,138.0,138.0,,,,,,,2021-10-26,4dbc1669-c8ed-40a7-801f-23be221236e4,194587.553649902,2110.78785995275
53,2101,2101,21,21,2,yes,Arab,Jebel Mukbar West,yes,5754.64489595,jerusalem,Jerusalem,1247.33904886051,171.468163331813,239.768163331813,90.9681633318131,82.9681633318131,1418.80721219232,1658.57537552414,1749.54353885595,1832.51170218776,5.189701897019,5.189701897019,5.18970189701901,5.18970189701901,5.18970189701901,6473.31782809727,7363.18648061875,8607.51177270662,9079.60942251807,9510.18945715336,1936.51768928046,2130.03537856092,2323.55306784137,2517.07075712183,2710.58844640229,,,,,,,65.7473339442657,362.886525059022,223.451129562557,255.013158492307,240.59210757361,0.0,691.281220574791,779.153911207159,985.290611444071,1070.41543137122,1147.69025463176,0.0,1247.33904886051,0.0,0.0,0.0,0.0,,,,,,,,fba18136-0b3d-4e03-9dae-24ee1287122f,1075954.29161072,5754.64489594677
54,3910,3910,39,39,3,yes,Jewish,Bekaa North,yes,1736.16850783,jerusalem,Jerusalem,676.07894736842,50.1,65.3,97.8,110.3,726.17894736842,791.47894736842,889.27894736842,999.57894736842,3.79686846565664,3.61363586787014,3.42053926028086,3.19708596918309,2.97250038806368,2566.98283555749,2624.14629070271,2707.28481315945,2843.10124532148,2971.24880895291,185.580663603929,193.641338761704,186.276479315354,188.304446216088,194.335398940322,,15.4650553003274,16.136778230142,15.5230399429461,15.692037184674,16.1946165783602,0.0,149.15335322766,115.819799361542,82.7284281153874,57.121607011008,0.0,322.105800893909,336.697904890057,358.220366924729,381.655499808726,404.823187715597,0.0,676.07894736842,0.0,0.0,0.0,0.0,,,,,,,,adba3861-9a5b-409f-be2e-1b3d098746ec,167287.789474487,1736.16850782665
55,3701,3701,37,37,3,yes,Jewish,The Greek colony West,yes,2227.74650009,jerusalem,Jerusalem,1741.03963414629,50.0,167.0,50.0,50.0,1791.03963414629,1958.03963414629,2008.03963414629,2058.03963414629,2.44701543027291,2.40819109113532,2.40677261539752,2.36183691209732,2.30755861838921,4260.35084947266,4313.16569082135,4712.55617132626,4742.66212888109,4749.04709476084,607.870744566047,607.043492885848,647.584421386406,642.995875697995,617.525736431556,,50.6558953805039,50.5869577404873,53.9653684488672,53.5829896414996,51.460478035963,0.0,60.1834498356568,120.366899671314,300.917249178284,141.522677846893,0.0,560.005998897446,570.112478232733,608.468602993295,617.220794339669,622.990276532148,277.0,1741.03963414629,277.0,277.0,277.0,277.0,,,,,,,,fab6a2d1-2a6b-4e54-afbe-8d9b5e06fff7,228163.057022095,2227.74650008221
56,4505,4505,45,45,4,yes,Jewish,Kiryat Yuval-community center,yes,1973.68237154,jerusalem,Jerusalem,755.328140547268,12.2,538.2,96.2,6.2,767.528140547268,1305.72814054727,1401.92814054727,1408.12814054727,2.7075924084015,2.71511864948006,2.7200730089994,2.73533336924425,2.72767530117329,2045.1207391978,2083.92996840064,3551.6758721936,3834.74082412148,3840.91634985786,511.280184799451,522.922953560303,963.246724698191,1048.16621027656,1050.01886799747,,42.6066820666209,43.5769127966919,80.2705603915159,87.3471841897129,87.5015723331222,0.0,149.03388412648,423.94775279732,205.284993736253,96.2517295664345,0.0,474.048094198004,736.112732495973,886.181941876663,901.486165280058,874.518360226488,0.0,755.328140547268,0.0,0.0,0.0,0.0,,,,,,,2021-10-26,bef19be0-bf9a-4dd9-aec6-80c2d329c258,143014.140357971,1973.68237153787
